title,author,publisher,year_published,ISBN,category,description,image
R Ajeng Kartini,B.A Saleh,Citra Praya,2007,9799281695,Pahlawan,"R A Kartini dilahirkan pada 21 April 1879 Di desa Mayong, Jawa Tengah. Sedari kecil, Kartini memiliki semangat yang tinggi untuk bersekolah. Namun semangat yang tinggi saja tidak cukup. Kartini tidak mendapat kesempatan untuk meneruskan sekolahnya, karena harus memasuki pingitan pada umur 12 tahun. KArtini ingin sekali meneruskan pendidikannya, sebagaimana kakak laki - lakinya yang dapat terus bersekolah. Pada Masa pinggitan, semangat Kartini untuk mencapai ilmu tidak padam. Hal tersebut, terbukti dengan aktivitasnya dengan buku bacaannya dan surat menyurat dengan sahabat - sahabatnya di negeri belanda. Pemikirannya mengenai perjuangan emansipasi wanita bisa terungkap.",
Queen of Hearts : Volume two The Wonder,Collen Oakes,Metamind,2016,9786027283466,Fiksi,"Dinah, mantan putri istana Wonderland, diburu hingga ke hutan belantara Wonderland setelah peristiwa pembunuhan adik laki - lakinya serta kericuhan acara penobatannya. Kini, setelah adik tirinya Vittiore, duduk di singgasana di samping ayahnya, Raja Hati yang kejam. Dinah sendirian di HUtan Meliuk yang terlarang, hanya bersama Morte, Binatang yang mematikan, sebagai temannya.",
Queen of Hearts : Volume one the crown,Collen Oakes,Metamind,2015,9786027209770,Fiksi,"Keajaiban Wonderland seakan sirna saat Dinah, Putri Sang Raja Hati, mengetahui jika ia bukan satu - satunya pewaris tahta kerajaan Wonderland. Kasih sayang sang ayah yang mulai luntur pun mengancam posisi Dinah untuk menjadi Ratu Hati pengganti sang ibunda yang telah meninggal. Akan tetapi, Dinah selalu yakin bahwa ia adalah pewaris takhta Kerajaan Wonderland yang sebenarnya. Hingga kejadian demi kejadian aneh mulai menampakkan dirinya satu persatu.",
Quantum Syukur,Sugeng Dwi Triswanto,Cakrawala,2009,9793383941,Psikologi,"Di balik sesuatu, pasti ada maksud tersembunyi dari sang Illahi. Kita harus mampu mengunyah dan menerima setiap peristiwa, walau rasanya pahit, agar bisa memperoleh hikmah positif.Banyak orang mengabaikan hal - hal yang kecil. Padahal di balik yang nampaknya sepele itu, tersimpan sesuatu yang sangat dahsyat kekuatannya. DEngan belajar berpikir positif dan selalu bersyukur dalam segala sesuatu, berarti kita sudah memulai langkah yang tepat untuk menuju pintu kesuksesan.",
Quantum Ikhlas Update,Erbe Sentanu,Gramedia,2018,9786020267050,Psikologi,"Buku ini merupakan aplikasi Spiritual Technology yang memanfaatkan ilmu fisika kuantum. The law of Attraction, dan nilai - nilai luhur ketuhanan untuk meraih sukses lahir batin di era milenium
Meng - upgrade otak secara cepat dan progresif
Mengakses alam bawah sadar dengan otomatis.
Menanam kode sukses di DNA dengan Software - Doa.",
Qadha dan Qadar,M Mutawalli Asy Sya'rawi,Gema Insani Press,2005,9795611283,Agama,BUku ini mengupas tuntas tentang Qadha dan Qadar,
Putri Simbar Kencana dari Negeri Talaga,Yuliadi Soekardi,Pustaka Setia,2004,9797303012,Cerita Rakyat,"Buku ini menceritakan  tentang Putri Simbar Kencana dari negeri talaga. disampaikan dengan bahasa yang sederhana, ringkas, mudah dipahami, namun sarat makna.",
Putri Purbasari dan Lutung Kasarung,Yuliadi Soekardi,Pustaka Setia,2002,,Cerita Rakyat,"Buku ini menceritakan  tentang Putri Purbasari dengan pangeran yang dikutuk. Disampaikan  dengan bahasa yang sederhana, ringkas, mudah dipahami, namun sarat makna.",
Putri Loeha dan Payung Saktinya,Mardiani Pandego Dkk,Gramedia,2010,9789799101174,Cerita Rakyat,"Sorowako kota kecil di kabupaten Luwu Timur, Sulawesi Selatan, terkenal dengan tambang nikelnya sejak zaman Majapahit. Para pedagang dari Jawa mengambil nikel dan besi dari daerah ini teruma untuk dijadikan bahan campuran pembuatan keris.
 Buku ini berisi 13 cerita rakyat yang hidup di daerah Sorowako dan di sekitar. adapula cerita tentang Putri Loeha dan payung saktinya, tentang manusia pertama Luwu yang berasal dari kayangan, atau lenyapnya suatu kampung gara - gara air bah yang mirip tsunami.",
Putra Banten,A.M Rustandie,Bintang Books,2009,9789799133993,Cerita Rakyat,"Putra Banten adalah Sultan Hasanuddin, Beliau adalah keturunan Syarif Hidayatullah yang terkenal dengan nama Sunan Gunung Jati. Sultan Hasanuddin memerintah Banten tahun 1552  -  1570. Dalam pemerintahannya ia dapat mengembangkan Banten hingga menjadi lebih baik. Terutama dalam perkembangan agama Islam.",
Puri Labirin,David Glover,Tiga Ananda,2012,9786027690288,Matematika,"Buku petualangan matematika  ini membahas tentang bentuk, ruang dan ukuran",
Puisi Indonesia Sebelum Kemerdekaan,Sapardi Djoko Damono,PT Remaja Rosda Karya,2009,9796922932,Sastra,Buku ini berisi kumpulan puisi indonesia sebelum kemerdekaan.,
Psikologi Remaja,Andi Mappiare,Usaha Nasional,1982,,Psikologi,Buku ini menerangkan pertumbuhan dan perkembangan remaja menuju keutuhan pribadi serta penyesuaian pribadi dan sosialnya.,
Psikologi Remaja,H Panut Panuju,PT Tiara Wacana Yogya,1999,9798120906,Psikologi,"Usia remaja adalah masa di mana perkembangan psikologi manusia sedang pada tahap pancaroba. Masa remaja biasanya didefinisikan sebagai masa antara anak - anak dengan masa dewasa. Posisi antara inilah yang kemudian mengakibatkan perkembangan psikologi tidak menetap. kesalahan memahami dan menangani gejolak psikologi remaja bisa berakibat fatal berupa disorientasi pada diri si remaja. Oleh karena itu, peran orang tua terutama dalam menanamkan nilai - nilai agama kepada remaja menjadi penting artinya.",
Psikologi Perkembangan Anak & Remaja,Syamsu Yusuf LN,PT Remaja Rosda Karya,2004,979692000x,Psikologi,"Keberhasilan suatu pendidikan sering dikaitkan dengan kemampuan para orang tua atau guru dalam hal memahami anak sebagai individu yang unik, dimana setiap anak dilihat sebagai individu yang memiliki potensi yang berbeda namun saling melengkapi. Mungkin dapat diibaratkan sebagai bunga - bunga aneka warna di suatu taman yang indah, tumbuh dan merekah bersama.",
Psikologi Kependidikan,Abin Syamsuddin Makmun,PT Remaja Rosda Karya,2009,9795145967,Pendidikan,"Buku ini akan menuntun para calon guru untuk memahami psikologi kependidikan yang relevan dengan tugasnya kelak lewat sistem pengajaran modul. Pemilihan dan penyusunan, pokok bahasannya, dikembangkan dengan berpedoman pada kaidah - kaidah sistem pendidikan guru berdasarkan kompetensi. Sistem pengajaran modul kependidikan ini juga telah didesain untuk memungkinkan mahasiswa belajar secara aktif.",
Psikologi Anak dan Remaja Muslim,M Jamaluddin Ali Mahfudh,Pustaka Al kautsar,2001,9795921711,Agama,"Masa anak - anak dan remaja, sejatinya adalah masa yang paling krusial bagi pengembangan dan pendidikan dalam hidup seorang manusia untuk menjadi pribadi muslim ideal yang tangguh. Untuk menuju kesana, buku ini menyajikan manhaj (metode) islam yang sahih tentang pendidikan anak - anak dan remaja secara praktis dan sistematis. Baik itu di rumah, di sekolah ataupun di masyarakat",
Produk olahan kotoran ternak,Singgih Sastradihardja; Agus Sutardi,Ganeca Exact,2007,9789795714835,Teknologi,"Kotoran ternak dapat diolah menjadi biogas dan bioarang, yang dapat digunakan untuk keperluan sehari - hari. misalnya untuk memasak. Pengolahan kotoran ternak ini tidak memerlukan alat atau teknologi yang sulit. Di buku ini dijelaskan cara - cara  mengolah kotoran ternak disertai pembuatan alatnya.",
Problematika Muda Mudi,Zainab Al Ghazali,Gema Insani Press,2000,9795615971,Agama,"Buku ini disajikan dalam bentuk tanya jawab yang menjadikannya sangat mudah untuk dipahami. Dan, pertanyaan - pertanyaan yang dilontarkan adalah permasalahan - permasalahan yang dialami oleh kaum muda sendiri sehingga pembahasannya menjadi sangat aktual dengan kondisi kaum muda.",
Prinsip - prinsip Aqidah Ahlussunnah Wal Jama'ah,Nashir Ibn Abd Karim Al'Aql,Gema Insani Press,2001,979561140,Agama,"bUku ini berisi tentang bagaimana prinsip - prinsip Aqidah ahlussunah wal Jama'ah yang tetap berpegang teguh pada dua landasan hidup kita, Al - Qur'an dan As Sunnah.",
Prestasi Gemilang Anak Bangsa,Valentino Barus Dkk,Lestari Kirana Tama,2010,9786028982139,Sains,"BUku ini berisi tentang keikutsertaan siswa - siswa Indonesia dalam olimpiade matematika, informatika dan astronomi.",
Prasejarah,Tim Penulis Rosda,Remaja Rosdakarya,2009,9795145479,Sejarah,"Buku ini menjelaskan tentang manusia prasejarah yang menghabiskan waktunya untuk menjaga makanan demi kelangsungan hidupnya, termasuk bagaimana manusia prasejarah berburu, atau saat peperangan dan pertempuran yang menjadi bagian dari hidup mereka.",
Praktis & Cantik Membuat Kreasi Cokelat,Yuti Regawati,Puspa Swara,2010,9789793235431,Makanan,"Buku ini mengupas teknik dasar membuat kreasi coklat yang disajikan dengan sangat sederhana sehingga akan mudah untuk mempraktekkannya, Buku ini juga dilengkapi dengan ragam kemasannya agar cokelat yang dibuat tampak menarik dan bernilai seni.",
Prajurit Yang Bodoh,Sobronaidit,Gramedia,2006,9792221042,Sastra,"Buku ini mengajak kita jalan - jalan ke masa lalu, menertawakan birokrat yang kadar kelucuannya sekarang bertambah.",
Prahara Cinta,'Aidh al Qarni,Aulia press,2006,,Agama,"Kita hanya akan memahaminya jika menelusuri secara cermat setiap langkah dan tindakan cinta, hingga dampaknya benar - benar terasakan. Namun karena cinta ternyata juga dapat menghadirkan prahara, inilah salah satu buku penting bagi orang yang ingin menikmati lezatnya cinta, mengalirkan kesejukan cinta dalam dahaga kehidupan dunia.",
Prahara Alam Kubur,Syaikh M Majdi Asy Syahawi,Pustaka Al kautsar,2003,9795920464,Agama,"Buku ini menjelaskan tentang keberadaan alam kubur dan siksanya yang dijelaskan dalam kitabullah dan hadits - hadits terpercaya, Bagaimana sesungguhnya kehidupan alam kubur, dan amalan apa yang dapat menghindarkan seseorang dari siksa kubur.",
Prabu Siliwangi,Yuliadi Soekardi,Pustaka Setia,2004,9797302997,Cerita Rakyat,"Buku ini menceritakan  tentang Prabu Siliwangi sebagai pendiri kerajaan pajajaran. Disampaikan dengan bahasa yang sederhana, ringkas, mudah dipahami, namun sarat makna.",
Prabu Damar Wulan,Yuliadi Soekardi,Pustaka Setia,2004,9797302504,Cerita Rakyat,"Buku ini menceritakan  tentang pemberontakan adipati menak jingga dan Damarwulan diangkat menjadi raja. Disampaikan dengan bahasa yang sederhana, ringkas, mudah dipahami, namun sarat makna.",
Potret Wanita yang Diabadikan dalam Al - qur'an,Ainul Millah,Tinta Medina,2015,9786027212992,Agama,"Wanita adalah sosok yang sering dipandang lemah. Namun dibalik itu wanita memiliki kekuatan yang dahsyat sehingga mampu mempengaruhi laki - laki yang terkuat sekalipun di zamannya. Dalam buku ini diceritakan 22 Wanita yang diabadikan namanya dalam Al Qur'an, baik secara tersurat maupun tersirat, baik yang pantas kita jadikan teladan maupun yang harus kita jauhi sifatnya. Bagian pertama mengungkap 11 wanita yang disebutkan di dalam Alqur'an sebelum nabi Muhammad diutus. Bagian kedua mengungkap 11 wanita yang disebutkan dalam alqur'an setelah nabi muhammad diutus",
Potret  Hidup Nabi SAW Sehari - hari,Abdul Malik Al-Qasim,Al Fajr,2009,6028279242,Agama,"BUku ini memaparkan kehidupan Nabi Muhammad SAW sehari - hari, yang menekankan keteladanan, hingga memudahkan bagi siapa saja yang hendak mengambil uswah dari sang junjungan.",
Potensi,Elina Widyastuti,,,,Sains,"Minyak bumi disedot dari perut bumi dan diolah untuk sumber energi panas dan gerak. Bermanfaat bagi kebutuhan manusia tetapi jumlahnya terbatas. Pengolahan minyak bumi menghasilkan beberapa  beberapa produk diantaranya minyak, bensin, bensol dan lainnya.",
Portofolio dalam pelajaran IPS,Arnie Fajar,PT Remaja Rosda Karya,2009,9796922258,Sosial,"Untuk lebih fokus dalam pembahasan materi, KBK diperkuat dengan pendekatan portofolio. Dengan pendekatan ini memungkinkan siswa tidak hanya belajar di dalam kelas, tapi juga belajar dari luar kelas seperti dari lingkungan masyarakat, ahli suatu bidang atau ilmuwan., media cetak, maupun elektronik serta sarana - saran lain yang tersedia. Tegasnya, siswa dapat belajar dari kehidupan nyata sehari - hari yang dilandasi oleh konsep ilmiah. Dengan belajar seperti itu peserta didik akan lebih leluasa menuangkan gagasan yang dibangun berdasarkan informasi dari berbagai sumber.",
Porn(o)...Tour... : Sisi lain sebuah perjalanan,Nurdiyansah Dalidjo,Metagraf,2015,9786022571087,Traveling,Perjalanan meskipun dianggap aktivitas personal oleh pelakunya tetapi ternyata memiliki dampak yang tak pernah personal.,
Pompeii dan Kota Hilang Lainnya,John Malam,Tiga Ananda,2012,9786027690233,Sejarah,"Buku ini menceritakan Dari hancurnya kota Pompeii di Romawi hingga penemuan kota di puncak Gunung Ica, Machu Picchu, dan hilangnya kota - kota besar dan kecil yang terkenal di seluruh di dunia.",
Pola Gerak Dalam Senam 3,Hendra Agusta,IPA Abong,2009,9789793077680,Olahraga,"Buku ini merupakan petunjuk teknis olahraga senam yang mengupayakan agar senam dapat memasyarakat melalui pemasalan, pembibitan, dan peningkatan prestasi yang terarah dan berkesinambungan",
Pola Gerak Dalam Senam 2,Hendra Agusta,IPA Abong,2009,9789793077673,Olahraga,"Buku ini merupakan petunjuk teknis olahraga senam yang mengupayakan agar senam dapat memasyarakat melalui pemasalan, pembibitan dan peningkatan prestasi yang terarah dan berkesinambungan.",
Pola Gerak Dalam Senam 1,Hendra Agusta,IPA Abong,2009,9789793077666,Olahraga,"buku ini merupakan petunjuk teknis olahraga senam yang mengupayakan  agar senam dapat memasyarakat melalui pemasalan, pembibitan, dan peningkatan prestasi yang terarah dan berkesinambungan.",
Pohon Iman,Ahmad Farid,Pustaka Arafah,2008,9789793746722,Agama,"Buku ini mengupas kaidah - kaidah memahami iman menurut Ahlus sunnah, keutamaan dan kemuliaan iman, cara merawat pohon iman agar tumbuh dengan baik, dan tentunya buah dari pohon iman yang terawat dengan baik tersebut. Manisnya iman hanya akan dirasakan oleh orang - orang yang pohon imannya tumbuh subur dalam hatinya",
Plants & Animals,Dhea Inda D Z,Sarana Panca Karya Nusa,2009,9789796872994,Bahasa,Buku ini merupakan kamus bergambar bahasa Inggris - Indonesia.,
Planet Kehidupan,PAul Bennet; Barbara Taylor,Erlangga,2007,9789790155244,Alam,Buku ini mengungkap fakta mengenai bioma.,
Planet  Yang Bergolak,Philip Steele,Erlangga,2007,9789790158237,Alam,Buku ini mengungkap berbagai fakta mengenai bencana alam.,
Planet,Cynthia Pratt Nicolson,Elex Media Komputindo,2002,9792035850,Sains,"Tahukah kalian Bumi dan venus mempunyai ukuran yang hampir sama? Benarkah empat dari sembilan planet di tata surya kita mempunyai cincin? Jika kalian ingin tahu lebih jauh tentang planet, atau melakukan beberapa percobaan, buku ini adalah yang tepat untuk kalian.
Selain itu kalian juga mengetahui tentang terjadinya tata surya, kehidupan di mars, atau cara menemukan planet  -  planet di angkasa pada malam hari. Jangan lewatkan kisah zaman dulu tentang pergerakan planet yang dianggap mempengaruhi kehidupan bumi.",
Pitung,Rizki Ridyasmara,Salsabila,2018,9786021695494,Sastra,"Sejak kehadirannya pitung terus bergerak membantu dan menolong rakyat Jayakarta dari penindasan kompeni dan kaki tangannya di seantero Jayakarta.. Tanpa pamrih. Itulah yang membuat nama Pitung semakin dekat di hati rakyat Jayakarta. Pitung telah menjadi pahlawan dan legenda hidup yang menyadarkan banyak orang jika penjajahan memang harus dilawan. Lewat koran - koran dan selebaran - selebaran yang semuanya dikuasainya. Schout Van Hinne menyebarkan berita jika Pitung tak lebih dari gerombolan perampok atau bandit yang banyak meneror orang - orang. Bahkan dikatakan, dalam aksinya, Pitung tak segan - segan melukai, membunuh dan memperkosa para perempuan. Lalu, apakah rakyat Jayakarta percaya dengan berita itu?",
"Pirate Wind : Cinta, ketamakan dan pengkhianatan",Yan Soe,Metamind,2014,9786029251241,Fiksi,"Datang ke Penang untuk menikah dengan tunangannya, Geraldine harus patah hati ketika tunangannya justru memilih adiknya. Namun, cinta perlahan tumbuh ketika dia bertemu Lancelot, kapten kapal Nemesis milik EIC.",
Piranti Menjahit,Lisyani Affandi,Azka Press,2006,9795711172,Keterampilan,"Buku ini menjelaskan tentang cara - cara membuat macam - macam tusuk jahit atau tusuk hias dan macam - macam alat yang digunakan untuk menjahit. Buku ini juga dilengkapi dengan macam - macam ilustrasi, uraian, da praktek langsung.",
Ping,Catherine Viardi,PT Bhuana Ilmu Populer,2007,9797981983,Psikologi,"Ping menggambarkan setiap orang yang sedang menghadapi kemunduran, dituntut mengambil risiko atau bergumul melawan tantangan perubahan. Burung hantu adalah guru yang membantu ping menemukan makna dan melompat ke ketinggian yang baru. Perjalanan yang mereka lakukan bersama itu begitu menarik dan mencerahkan.",
Pilih Resep Nabi atau Resep Dokter?,Sunardi,Aqwam,2008,9789791763509,Agama,Buku ini memaparkan bagaimana kedudukan medis dan tibbun Nabawi. Sejauh mana kiprah ilmuwan muslim dalam mewarnai perkembangan dunia medis modern?,
Petunjuk Praktis Memupuk Tanaman Buah,Heru Prihmantoro; Y H Indriani,Penebar Swadaya,2017,9789790027657,Pertanian,"salah satu keberhasilan bertanam tanaman buah adalah pemupukan. Pupuk menjadi unsur produksi sangat penting. Sebenarnya tentang pupuk ini sudah tidak asing lagi bagi petani. Namun, belum tentu mereka lakukan aplikasi pemupukan secara tepat. Bila tidak tepat, kerugian atau pemborosan biaya bisa dialami, Untuk itu jangan asal diaplikasikan, perlu perhitungan yang tepat, baik jenis, jumlah, dan cara pemberian pupuk sesuai kebutuhan tanaman buah.",
Petunjuk Penyelenggaran Majelis Pembimbing Gerakan Pramuka,,Kwartir Nasional Gerkan Pramuka,2007,,Pendidikan,Buku ini berisi tentang petunjuk penyelenggaraan majelis pembimbing gerakan pramuka,
